-0.4888971	-0.08110413	2.824862	-0.6774159	-0.008046307	2.360462	-0.4838485	-0.2127977	2.830266	-0.6312784	-0.1606613	2.359887	-0.4683898	-0.1627847	2.822857	-0.7419141	-0.09521534	2.386171	-0.561825	0.7356997	2.699031	-0.6235486	0.6319889	2.646766	-0.6209543	0.5528367	2.645013	-0.610881	0.3093259	2.631179	-0.5946748	-0.024721	2.603693	-0.5397703	0.4421245	2.76141	-0.7003295	0.4891803	2.502927	-0.548562	-0.03480902	2.605752	-0.623988	-0.01535378	2.528152	-0.587437	0.1450578	2.856959	-0.7452739	0.2339765	2.406072	-0.5673571	-0.5161615	2.604055	-0.667209	-0.4916874	2.429381	-0.6108902	-0.908701	2.68329	-0.6873724	-0.8885446	2.460433	

-0.4892504	-0.08207507	2.825848	-0.6777892	-0.007904612	2.36103	-0.4839328	-0.2083196	2.83085	-0.6276348	-0.1599555	2.364463	-0.4703259	-0.1911199	2.833667	-0.7404108	-0.09807837	2.391627	-0.5620052	0.735422	2.699451	-0.6238316	0.6318043	2.647066	-0.6212446	0.5525858	2.645324	-0.6111934	0.3089015	2.631473	-0.5950462	-0.02528958	2.603901	-0.5400528	0.4419409	2.76171	-0.7009026	0.4885942	2.503266	-0.5488644	-0.03567433	2.605943	-0.6243646	-0.0155168	2.528327	-0.5877179	0.1448762	2.857259	-0.745546	0.2339586	2.406235	-0.567604	-0.5168648	2.605865	-0.6672448	-0.4921909	2.429577	-0.6124453	-0.9088445	2.683508	-0.6876872	-0.8883796	2.460339	

-0.4907626	-0.08497159	2.83051	-0.6792804	-0.007067148	2.36265	-0.4894242	-0.2109602	2.840263	-0.634937	-0.1603611	2.359087	-0.4817294	-0.172136	2.84	-0.7434372	-0.08460097	2.396083	-0.5613781	0.7334389	2.702412	-0.6250908	0.6314492	2.648221	-0.6225818	0.5519601	2.646538	-0.6128497	0.3074773	2.632795	-0.5974174	-0.02772155	2.605242	-0.5413104	0.4415891	2.762865	-0.702132	0.4879807	2.503774	-0.5515459	-0.03902369	2.606396	-0.626635	-0.01649675	2.530228	-0.5889682	0.1445297	2.858413	-0.747198	0.233328	2.407624	-0.5704781	-0.5201579	2.606126	-0.6677965	-0.4869407	2.430556	-0.6105468	-0.9079501	2.682401	-0.6889645	-0.8883139	2.461491	

-0.4910987	-0.08528282	2.831346	-0.6794234	-0.007258257	2.362859	-0.4889612	-0.2081565	2.83743	-0.6436099	-0.1670624	2.361051	-0.4800947	-0.1610299	2.831188	-0.7413127	-0.1016925	2.383033	-0.561879	0.7334054	2.702285	-0.6254307	0.6312853	2.6482	-0.6229545	0.5517979	2.646538	-0.6133271	0.3073611	2.632841	-0.5980949	-0.02767267	2.60535	-0.5416495	0.4414257	2.762844	-0.702286	0.4879958	2.503878	-0.5520627	-0.03880486	2.606535	-0.6274735	-0.0165423	2.530319	-0.5893049	0.1443676	2.858392	-0.7480773	0.2334631	2.408275	-0.5703252	-0.5200343	2.605692	-0.6679844	-0.4901367	2.431231	-0.6110572	-0.9044268	2.680213	-0.688857	-0.8884434	2.461479	

-0.4915121	-0.0853484	2.831994	-0.6797847	-0.007318668	2.363729	-0.4866841	-0.2080968	2.833198	-0.6407285	-0.1537619	2.356808	-0.4755225	-0.1677157	2.819818	-0.7513277	-0.09362495	2.394454	-0.5620031	0.7333467	2.702366	-0.6255703	0.6312456	2.648188	-0.6231502	0.5517532	2.646534	-0.6137513	0.3073343	2.632859	-0.5989858	-0.02755144	2.605402	-0.5417888	0.4413862	2.762832	-0.7027515	0.4877023	2.504049	-0.5526491	-0.03858769	2.606612	-0.628673	-0.01644323	2.530356	-0.5894431	0.1443284	2.858381	-0.7487189	0.233593	2.408749	-0.5706937	-0.519899	2.605042	-0.6679926	-0.4921961	2.432525	-0.6137846	-0.9045784	2.680768	-0.6886156	-0.8889326	2.461667	

