0.2818244	0.3989831	2.688736	-0.2225902	0.4106603	2.639906	0.269445	0.2279626	2.647135	-0.2083346	0.2396274	2.626428	0.2980995	0.2856845	2.652302	-0.2522015	0.2914986	2.613429	0.06339194	1.141657	2.601895	0.02471771	1.015456	2.672601	0.02552042	0.9429238	2.674799	0.02724703	0.7196578	2.674053	0.02842856	0.4146909	2.666414	0.197574	0.9013973	2.71861	-0.1375513	0.9183972	2.667404	0.09776106	0.4008681	2.642765	-0.04273112	0.4203388	2.624768	0.2514272	0.6388143	2.746841	-0.2115562	0.653992	2.701247	0.1174486	-0.1184809	2.628223	-0.04816346	-0.09927893	2.619494	0.1326746	-0.5407301	2.67758	-0.02299992	-0.5331631	2.650487	

0.2808596	0.3964975	2.686799	-0.222573	0.4096158	2.639348	0.2738765	0.2308483	2.652712	-0.2090624	0.2405098	2.620554	0.3001358	0.2815971	2.65254	-0.2528271	0.316963	2.610316	0.06274186	1.14221	2.601887	0.02418409	1.015751	2.672441	0.0251089	0.9430575	2.674648	0.02707238	0.7194852	2.673899	0.02868861	0.4133642	2.66588	0.1970726	0.9014542	2.718295	-0.1377846	0.9184082	2.667359	0.0977243	0.4005444	2.642481	-0.04137547	0.4161547	2.623774	0.2509261	0.6386045	2.746258	-0.2118681	0.6539555	2.701075	0.1173957	-0.1187909	2.628203	-0.04821709	-0.1032665	2.620487	0.1315268	-0.54229	2.676882	-0.02620448	-0.5304583	2.651132	

0.2803533	0.3962392	2.685539	-0.2226822	0.4089696	2.63897	0.2701303	0.2298452	2.645869	-0.2039018	0.2390629	2.618295	0.2966038	0.2781196	2.642584	-0.2504842	0.3056211	2.612883	0.06225609	1.143081	2.601875	0.02406842	1.015855	2.672196	0.02499976	0.9431415	2.674422	0.02703426	0.7195072	2.673743	0.02877047	0.4133351	2.665744	0.1967266	0.9018878	2.717721	-0.138108	0.9182979	2.66731	0.09770475	0.4005158	2.642324	-0.04109733	0.4161059	2.623625	0.2501271	0.6395062	2.745587	-0.2120875	0.6542212	2.700911	0.1173017	-0.1188374	2.627719	-0.04828928	-0.1033745	2.619354	0.1327171	-0.5406541	2.677964	-0.02620648	-0.5299177	2.651541	

0.2799186	0.3960181	2.684633	-0.2229383	0.4087225	2.638718	0.2697618	0.2296193	2.641921	-0.2061886	0.2388121	2.615471	0.2980879	0.296141	2.645375	-0.2482323	0.2838853	2.609215	0.06134147	1.14383	2.602167	0.02404616	1.015863	2.672169	0.02497226	0.9431534	2.674381	0.02702445	0.7195333	2.673651	0.02888972	0.4134113	2.665503	0.1963755	0.9017066	2.717535	-0.1382374	0.9182598	2.667281	0.09769798	0.4005799	2.642192	-0.04073349	0.4161831	2.623226	0.2497718	0.6394603	2.744938	-0.2126167	0.6543173	2.700483	0.1171834	-0.1187789	2.627598	-0.04832796	-0.1032731	2.619284	0.1335347	-0.5409061	2.676564	-0.02798519	-0.5251242	2.658511	

0.2791639	0.3944948	2.680907	-0.2246782	0.4133497	2.637692	0.2689446	0.2275345	2.642212	-0.21153	0.2488886	2.616274	0.3080838	0.3541138	2.670333	-0.2582315	0.309352	2.606889	0.06075616	1.144517	2.602386	0.02365129	1.016105	2.672082	0.02464053	0.9433412	2.67421	0.02694962	0.7195756	2.673283	0.02928039	0.4132842	2.664696	0.1953514	0.9012002	2.716912	-0.1388633	0.9181893	2.66735	0.09788817	0.4005782	2.641129	-0.04013561	0.4159347	2.622649	0.2493028	0.6396452	2.744013	-0.2129866	0.654759	2.700176	0.1163456	-0.1188216	2.626652	-0.04894962	-0.1035536	2.617882	0.1340246	-0.5406846	2.675346	-0.01168222	-0.5329371	2.656142	

